place_id,timestamp,temperature,specific_humidity,dew_point,relative_humidity,wind_speed,precipitation,apparent_temperature
1,2024-05-18 07:00:00,,,,,,,
1,2024-05-18 06:00:00,,,,,,,
1,2024-05-18 11:00:00,,,,,,,
1,2024-05-18 08:00:00,,,,,,,
1,2024-05-18 09:00:00,,,,,,,
1,2024-05-18 10:00:00,,,,,,,
